Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Resident Evil: Retribution,2012,R,14-Sep-12,95 min,"Action, Horror, Sci-Fi",Paul W.S. Anderson,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez",Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,"English, American Sign ","Germany, Canada, United States",2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BYmY0NjcwMWMtN2MyNC00ZmZjLWEwZTAtM2ExYWE1NDUwNWQyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.3,"146,537",tt1855325,movie,1-Aug-14,"$42,345,531 ",N/A,N/A,TRUE,
Trouble with the Curve,2012,PG-13,21-Sep-12,111 min,"Drama, Sport",Robert Lorenz,Randy Brown,"Clint Eastwood, Amy Adams, John Goodman","A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout, by helping him in a recruiting trip which could be his last.",English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTUwNjMyMzQ3M15BMl5BanBnXkFtZTcwMjcwNDMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"66,498",tt2083383,movie,12-Dec-15,"$35,763,137 ",N/A,N/A,TRUE,
"Walk Softly, Stranger",1950,Approved,4-Nov-50,81 min,"Crime, Drama, Film-Noir",Robert Stevenson,"Frank Fenton, Manuel Seff, Paul Yawitz","Joseph Cotten, Alida Valli, Spring Byington",An ex-hood hopes to start a new life under an assumed name in a small town but his past catches up with him when an old crime-buddy asks him to help with a casino heist.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWNmYmM2YjktNDI1MS00OTE4LTkyMWEtNzI0ZjkyNTNiNDQ5XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"1,264",tt0043118,movie,18-Oct-12,N/A,N/A,N/A,TRUE,
360,2011,R,25-Jul-12,110 min,"Drama, Romance, Thriller",Fernando Meirelles,"Peter Morgan, Arthur Schnitzler","Rachel Weisz, Jude Law, Anthony Hopkins","A modern and stylish kaleidoscope of interconnected love and relationships linking characters from different cities and countries in a vivid, suspenseful and deeply moving tale of romantic life in the 21st century.","English, German, Arabic, French, Portuguese, Russian, Slovak","United Kingdom, Austria, France, Canada, Brazil, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BMTUwOTE5NjA5MV5BMl5BanBnXkFtZTcwMTcyNjk4Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.1,"17,248",tt1680045,movie,6-Nov-12,"$100,343 ",N/A,N/A,TRUE,
Close,2019,TV-MA,18-Jan-19,94 min,"Action, Drama, Thriller",Vicky Jewson,"Vicky Jewson, Rupert Whitaker","Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi",A female bodyguard is hired to protect an heiress on the run from assassins.,"Arabic, French, English","United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BYzI5OTUzZjktMDE4Zi00YjE3LWIzNWQtNDFjZWQyMDVkY2I1XkEyXkFqcGdeQXVyMTg1MzYyMzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.7,"26,034",tt5316540,movie,18-Jan-19,N/A,N/A,N/A,TRUE,
Straight Shooting,1917,Passed,27-Aug-17,57 min,"Drama, Western",John Ford,George Hively,"Harry Carey, Duke R. Lee, George Berrell","Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMThiNTNkMGEtOGRlZC00ZGFhLWI2NTEtYWI5ZGZhYTUwNmRjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,612,tt0008634,movie,N/A,N/A,N/A,N/A,TRUE,
Employees' Entrance,1933,Passed,11-Feb-33,75 min,"Drama, Romance",Roy Del Ruth,"Robert Presnell Sr., David Boehm","Warren William, Loretta Young, Wallace Ford",A working girl is menaced by her tyrannical employer.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BZDBiMDExODAtZDBlYS00ODk4LWE2ZjctNzgxOGI4NmRiMmE0XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.2,"1,527",tt0023986,movie,21-May-13,N/A,N/A,N/A,TRUE,
The Pearls of the Crown,1937,N/A,11-Apr-38,105 min,"Comedy, History",Sacha Guitry,"Sacha Guitry, Christian-Jaque","Jacqueline Delubac, Sacha Guitry, Lyn Harding","Three narrators (French writer Jean Martin, an English royal equerry, and a papal chamberlain) tell the story of seven matched pearls, four of them now in the British Crown. Episodes whirl us from Pope Clement VII to Mary Queen of...","French, English, Italian",France,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMzQyZThiODMtZGRlZi00YTNhLWJkZjktYTIxNmM0YzIxZjRkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.9,608,tt0029394,movie,27-Jul-10,N/A,N/A,N/A,TRUE,
Suicide Club,2001,R,20-May-21,99 min,"Crime, Drama, Horror",Sion Sono,Sion Sono,"Ryo Ishibashi, Masatoshi Nagase, Mai Hosho",A detective is trying to find the cause of a string of suicides.,Japanese,Japan,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNjUzYzQ4NDgtMmRkOS00OGVhLTllNzctZTkzZjI3MDU1Mzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.5,"21,373",tt0312843,movie,18-Nov-03,N/A,N/A,N/A,TRUE,
Under African Skies,2012,Not Rated,25-May-12,108 min,"Documentary, Biography, History",Joe Berlinger,N/A,"Paul Simon, Maya Angelou, Okeyrema Asante","Paul Simon returns to South Africa to explore the journey of his Graceland album, including the political backlash he received for allegedly breaking the UN cultural boycott of South Africa designed to end the Apartheid regime.",English,"United States, South Africa",Won 1 Primetime Emmy. 12 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjM0MDIwMjE0NF5BMl5BanBnXkFtZTcwNTI4NTQ1Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.7,523,tt2112868,movie,23-Mar-17,N/A,N/A,N/A,TRUE,
Lola Versus,2012,R,8-Jun-12,87 min,Comedy,Daryl Wein,"Zoe Lister-Jones, Daryl Wein","Greta Gerwig, Zoe Lister-Jones, Hamish Linklater","Dumped by her boyfriend just three weeks before their wedding, Lola enlists her close friends for a series of adventures she hopes will help her come to terms with approaching 30 as a single woman.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTA5MjQ1MzE2NzNeQTJeQWpwZ15BbWU3MDk2ODkzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,5.5,"8,875",tt1710417,movie,11-Sep-12,"$252,603 ",N/A,N/A,TRUE,
The Master,2012,R,21-Sep-12,138 min,"Drama, History",Paul Thomas Anderson,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams",A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.,"English, Filipino",United States,Nominated for 3 Oscars. 75 wins & 187 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.1,"180,411",tt1560747,movie,12-Jul-14,"$16,377,274 ",N/A,N/A,TRUE,
More Wild Wild West,1980,TV-PG,7-Oct-80,94 min,"Action, Adventure, Comedy",Burt Kennedy,"William Bowers, Tony Kayden","Robert Conrad, Ross Martin, Jonathan Winters",Robert Conrad and Ross Martin reprise their roles as Secret Service agents of the 1890s.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAwMTI5OTQ4Ml5BMl5BanBnXkFtZTYwNzc3OTk4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6,403,tt0081180,movie,N/A,N/A,N/A,N/A,TRUE,
"John Huston: The Man, the Movies, the Maverick",1988,N/A,1-Oct-88,126 min,"Documentary, Biography",Frank Martin,"Frank Martin, Charles Degelman, Merrill Shindler","John Huston, Robert Mitchum, Paul Newman",Biography of risk-taker and raconteur John Huston from his childhood to become one of the most highly respected filmmakers in the world.,English,United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTIyNDYyNTkzN15BMl5BanBnXkFtZTcwOTQ1NzYxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,321,tt0095408,movie,30-Sep-03,N/A,N/A,N/A,TRUE,
Dredd,2012,R,21-Sep-12,95 min,"Action, Crime, Sci-Fi",Pete Travis,"John Wagner, Carlos Ezquerra, Alex Garland","Karl Urban, Olivia Thirlby, Lena Headey","In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",English,"United Kingdom, South Africa, India",2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BODkyNDQzMzUzOF5BMl5BanBnXkFtZTcwODYyMDEyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.1,"283,865",tt1343727,movie,8-Jan-13,"$13,414,714 ",N/A,N/A,TRUE,
We Live Again,1934,Approved,1-Nov-34,85 min,"Drama, Romance, War",Rouben Mamoulian,"Lev Tolstoy, Leonard Praskins, Thornton Wilder","Anna Sten, Fredric March, Jane Baxter","Nekhlyudov, a Russian nobleman serving on a jury, discovers that the young girl on trial, Katusha, is someone he once seduced and abandoned and that he himself bears responsibility for reducing her to crime. He sets out to redeem ...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMThkMzYxMmYtMjM4OC00ZDc5LWFlMTYtYjMwNWMyYTcwMTZlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,493,tt0025964,movie,8-Mar-05,N/A,N/A,N/A,TRUE,
Arbitrage,2012,R,14-Sep-12,107 min,"Drama, Thriller",Nicholas Jarecki,Nicholas Jarecki,"Richard Gere, Susan Sarandon, Brit Marling",A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.,English,"United States, Poland",4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BODU5ODYyNzM1MF5BMl5BanBnXkFtZTcwNDEwNTQwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.6,"53,799",tt1764183,movie,21-Dec-12,"$7,919,574 ",N/A,N/A,TRUE,
Blue Like Jazz,2012,PG-13,13-Mar-12,108 min,"Comedy, Drama",Steve Taylor,"Donald Miller, Ben Pearson, Steve Taylor","Marshall Allman, Claire Holt, Tania Raymonde","Don, a nineteen-year-old sophomore at a Texas junior college, tries to escape his Bible Belt upbringing for life in the Pacific Northwest at the most godless campus in America.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjEyNjAxNDMyMF5BMl5BanBnXkFtZTcwODI4ODE0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.8,"3,028",tt1758575,movie,7-Aug-12,"$595,018 ",N/A,N/A,TRUE,
Manual of Love 2,2007,N/A,19-Jan-07,120 min,"Comedy, Romance",Giovanni Veronesi,"Andrea Agnello, Ugo Chiti, Giovanni Veronesi","Carlo Verdone, Monica Bellucci, Riccardo Scamarcio","Four episodes. Nicola, paralyzed after a car crash, falls in love for his physiotherapist Lucia. Franco and Manuela, a young couple unfit to have child, fly to Barcelona for a specialized treatment for fertility. Filippo and Fosco...",Italian,Italy,6 nominations,https://m.media-amazon.com/images/M/MV5BZTc4N2MzZDMtZGIxNi00MjY0LTkyNzEtMTIzNmVjODk4YTJlXkEyXkFqcGdeQXVyMTM3OTE2Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"2,159",tt0847745,movie,N/A,N/A,N/A,N/A,TRUE,
Play Girl,1941,Passed,7-Mar-41,75 min,"Comedy, Romance",Frank Woodruff,Jerome Cady,"Kay Francis, James Ellison, Mildred Coles","The fascinating Grace Herbert has many years' experience as a professional gold-digger. Her finances at a low ebb, she finds her mature beauty less effective than of yore, and takes on impoverished 19-year-old Ellen Daley as an ap...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzQxMTE4OGItMmJjMS00ZTEwLTg5ODItODQ3MDIxMTIzNjRkXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,354,tt0032916,movie,1-Jan-13,N/A,N/A,N/A,TRUE,
Detropia,2012,Not Rated,21-Jan-12,90 min,Documentary,"Heidi Ewing, Rachel Grady",N/A,"Noah Stewart, Rachele Gilmnore, Michael Wanko","A documentary on the city of Detroit and its woes, which are emblematic of the collapse of the U.S. manufacturing base.",English,United States,9 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTAxNjY3NTk2MjheQTJeQWpwZ15BbWU3MDMzOTI0MTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.5,"1,617",tt2125490,movie,10-Aug-16,"$390,024 ",N/A,N/A,TRUE,
The Liquidator,1965,Approved,28-Oct-66,105 min,"Action, Comedy, Crime",Jack Cardiff,"John Gardner, Peter Yeldham","Rod Taylor, Trevor Howard, Jill St. John",Colonel Mostyn of the British Intelligence Service suspects there is a leak in his department and hires an American expatriate to eliminate various targets working for the Soviets.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZmI2ZjkyMGUtNzczZC00YzE1LWIyYmQtZjllMWExODkxN2ZlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"1,125",tt0059390,movie,6-Sep-12,N/A,N/A,N/A,TRUE,
The Chemical Brothers: Don't Think,2012,N/A,26-Jan-12,85 min,"Documentary, Music",Adam Smith,N/A,"The Chemical Brothers, Tom Rowlands, Ed Simons","For nearly two decades, The Chemical Brothers' ""mind-bending"" audiovisual live show has played to packed houses and festivals across the globe. But it has never been documented on film. Until now. In 2011, at the iconic Fuji Rock ...",English,"Japan, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BMGRkM2UyNWUtY2U2Ny00MmRiLTg0MzMtN2JiNTUxMjM1ZWVlXkEyXkFqcGdeQXVyMzUyODQ0MzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,8.2,393,tt2137916,movie,N/A,N/A,N/A,N/A,TRUE,
Pearls of the Deep,1965,N/A,7-Jan-66,105 min,"Comedy, Drama","Vera Chytilová, Jaromil Jires, Jirí Menzel","Bohumil Hrabal, Jirí Menzel, Jan Nemec","Pavla Marsálková, Ferdinand Kruta, Emil Iserle","Set against the backdrop of a repressed Czechoslovakia, five non-related vignettes are presented, each showcasing the need and want for human connection. In ""Mr. Baltazar's Death"", a middle aged couple who are experts at mechanics...","Czech, Romany, English",Czechoslovakia,N/A,https://m.media-amazon.com/images/M/MV5BNjk1ZjMwM2QtMDdlZi00MDM2LTk3ZGItODZjZTQyNjlkZTJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,749,tt0059581,movie,29-Mar-05,N/A,N/A,N/A,TRUE,
The Perfect Murder,2014–2018,TV-PG,20-Apr-14,60 min,"Documentary, Crime, Drama",N/A,N/A,"Bill Graves, Joe Murray, Andres Chairez","Detectives hit dead end after dead end, and wrong suspects are discarded. But one new clue can lead to another and the cold case suddenly gets hot. Truth is, it is the perfect murder until it's not.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAzOTkzMjgwOV5BMl5BanBnXkFtZTgwNzMwNzA0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,365,tt3691462,series,,,,,TRUE,5
Kismet,1955,Approved,23-Dec-55,113 min,"Adventure, Musical, Fantasy","Vincente Minnelli, Stanley Donen","Charles Lederer, Luther Davis, Edward Knoblock","Howard Keel, Ann Blyth, Dolores Gray",A roguish poet is given the run of the scheming Wazir's harem while pretending to help him usurp the young caliph.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDIwNjk0MGItNWZmOC00ZDZlLWJkM2QtNzUwNDM3MGEzZDc2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.3,"1,614",tt0048260,movie,8-Apr-08,N/A,N/A,N/A,TRUE,
Chromeskull: Laid to Rest 2,2011,R,20-Sep-11,93 min,Horror,Robert Hall,"Kevin Bocarde, Robert Hall","Brian Austin Green, Thomas Dekker, Mimi Michaels","""ChromeSkull"" is the sequel to the 2009 horror hit ""Laid to Rest."" It brings back ChromeSkull, who barely escaped death in the first movie and is hell-bent on continuing where he left off... and forging a new path of terror and de...",English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BODQyNWNjODUtYWExZi00MjljLWE5N2MtMjhjYzRiZjY0ZmJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5,"3,975",tt1792799,movie,4-Dec-15,N/A,N/A,N/A,TRUE,
Puckoon,2002,N/A,4-Apr-03,82 min,Comedy,Terence Ryan,"Susan Morrall, Spike Milligan, Terence Ryan","Sean Hughes, Elliott Gould, Daragh O'Malley",Spike Milligan's book about the divided Irish village of Puckoon comes to the big screen.,English,"Ireland, United Kingdom, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMTk4MDE0NzQzMl5BMl5BanBnXkFtZTcwODI2MTYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,384,tt0276428,movie,2-Sep-16,N/A,N/A,N/A,TRUE,
Dolan's Cadillac,2009,R,1-Apr-10,89 min,"Crime, Thriller",Jeff Beesley,"Richard Dooling, Stephen King","Christian Slater, Emmanuelle Vaugier, Wes Bentley",A young man attempts to seek to avenge his wife's death after she is murdered by a Las Vegas mobster.,"English, Spanish, Chinese","Canada, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BMTgxMzk0NzM5Ml5BMl5BanBnXkFtZTcwMzk1NjY4Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"7,455",tt0963965,movie,6-Apr-10,N/A,N/A,N/A,TRUE,
A Pig's Tale,1994,PG,15-Jul-94,94 min,"Adventure, Comedy, Drama, Romance",Paul Tassie,"Todd Richardson (story), Todd Richardson (screenplay), Scott Sandorf (screenplay), Charles Ransom (screenplay)","Joe Flaherty, Sean Babb, Mike Damus, Jonathan Hilario","Kids' comedy with all the clichés. Six boys (hero, pudgy, dumb, romeo, etc), reluctantly sent to summer camp, are grouped together in a ramshackle hut, and instantly identified as losers ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTkwOTk3NzkwMl5BMl5BanBnXkFtZTcwMjE0NTMyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,521,tt0114132,movie,N/A,N/A,N/A,N/A,TRUE,
Nobody Knows Anybody,1999,R,26-Nov-99,108 min,"Drama, Thriller",Mateo Gil,"Juan Bonilla, Mateo Gil","Eduardo Noriega, Jordi Mollà, Natalia Verbeke",An aspiring novelist receives a charge that will change his life completely.,Spanish,Spain,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BZGYyNGIwNjQtMmNlMi00MzYyLTgxZTAtMmY2ODZhNWVlODllXkEyXkFqcGdeQXVyMjUxOTQ5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"2,557",tt0209174,movie,11-Mar-03,N/A,N/A,N/A,TRUE,
Blood Money,2017,R,13-Oct-17,100 min,"Crime, Drama, Thriller",Lucky McKee,"Jared Butler, Lars Norberg","Ellar Coltrane, Willa Fitzgerald, Jacob Artist","Three friends go rafting in the wilderness. Bags are dropped from a plane followed by a man in a parachute. The three find the bags with $8,000,000. The couple wants it and Victor splits, wanting to stay alive, out of prison.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNThiMWI0YWMtNWJhYy00ZDc5LTk5OWYtNTgwMTM2NTQ0M2EzXkEyXkFqcGdeQXVyNjQzODc2MDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.5,"2,441",tt3758852,movie,9-Jan-18,N/A,N/A,N/A,TRUE,
